m,TagName,
"2016-11-01 00:00:00","javascript","20399"
"2016-11-01 00:00:00","perl","365"
"2016-11-01 00:00:00","php","11875"
"2016-11-01 00:00:00","python","14130"
"2016-11-01 00:00:00","r","3547"
"2016-11-01 00:00:00","ruby","1752"
"2016-11-01 00:00:00","swift","4355"
"2016-12-01 00:00:00","assembly","310"
"2016-12-01 00:00:00","c","2790"
"2016-12-01 00:00:00","c#","10644"
"2016-12-01 00:00:00","c++","5201"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","go","494"
"2016-12-01 00:00:00","java","13777"
"2016-12-01 00:00:00","javascript","19686"
"2016-12-01 00:00:00","perl","336"
"2016-12-01 00:00:00","php","11384"
"2016-12-01 00:00:00","python","12987"
"2016-12-01 00:00:00","r","3141"
"2016-12-01 00:00:00","ruby","1625"
"2016-12-01 00:00:00","swift","3919"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2750"
"2017-01-01 00:00:00","c#","11647"
"2017-01-01 00:00:00","c++","5628"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","556"
"2017-01-01 00:00:00","java","14490"
"2017-01-01 00:00:00","javascript","21302"
"2017-01-01 00:00:00","perl","322"
"2017-01-01 00:00:00","php","12507"
"2017-01-01 00:00:00","python","14216"
"2017-01-01 00:00:00","r","3481"
"2017-01-01 00:00:00","ruby","1820"
"2017-01-01 00:00:00","swift","4329"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2715"
"2017-02-01 00:00:00","c#","11434"
"2017-02-01 00:00:00","c++","5147"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","go","548"
"2017-02-01 00:00:00","java","14494"
"2017-02-01 00:00:00","javascript","21096"
"2017-02-01 00:00:00","perl","398"
"2017-02-01 00:00:00","php","12387"
"2017-02-01 00:00:00","python","14718"
"2017-02-01 00:00:00","r","3668"
"2017-02-01 00:00:00","ruby","1616"
"2017-02-01 00:00:00","swift","4043"
"2017-03-01 00:00:00","assembly","368"
"2017-03-01 00:00:00","c","2950"
"2017-03-01 00:00:00","c#","12934"
"2017-03-01 00:00:00","c++","6200"
"2017-03-01 00:00:00","delphi","303"
"2017-03-01 00:00:00","go","650"
"2017-03-01 00:00:00","java","17227"
"2017-03-01 00:00:00","javascript","23558"
"2017-03-01 00:00:00","perl","408"
"2017-03-01 00:00:00","php","13890"
"2017-03-01 00:00:00","python","17050"
"2017-03-01 00:00:00","r","4590"
"2017-03-01 00:00:00","ruby","1788"
"2017-03-01 00:00:00","swift","4603"
"2017-04-01 00:00:00","assembly","315"
"2017-04-01 00:00:00","c","2837"
"2017-04-01 00:00:00","c#","11048"
"2017-04-01 00:00:00","c++","5848"
"2017-04-01 00:00:00","delphi","263"
"2017-04-01 00:00:00","go","506"
"2017-04-01 00:00:00","java","15809"
"2017-04-01 00:00:00","javascript","21112"
"2017-04-01 00:00:00","perl","366"
"2017-04-01 00:00:00","php","12262"
"2017-04-01 00:00:00","python","15580"
"2017-04-01 00:00:00","r","4244"
"2017-04-01 00:00:00","ruby","1483"
"2017-04-01 00:00:00","swift","3899"
"2017-05-01 00:00:00","assembly","347"
"2017-05-01 00:00:00","c","2736"
"2017-05-01 00:00:00","c#","11929"
"2017-05-01 00:00:00","c++","5277"
"2017-05-01 00:00:00","delphi","316"
"2017-05-01 00:00:00","go","580"
"2017-05-01 00:00:00","java","16254"
"2017-05-01 00:00:00","javascript","22269"
"2017-05-01 00:00:00","perl","353"
"2017-05-01 00:00:00","php","12940"
"2017-05-01 00:00:00","python","16122"
"2017-05-01 00:00:00","r","4295"
"2017-05-01 00:00:00","ruby","1515"
"2017-05-01 00:00:00","swift","4084"
"2017-06-01 00:00:00","assembly","238"
"2017-06-01 00:00:00","c","2336"
"2017-06-01 00:00:00","c#","11242"
"2017-06-01 00:00:00","c++","4660"
"2017-06-01 00:00:00","delphi","245"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14540"
"2017-06-01 00:00:00","javascript","21452"
"2017-06-01 00:00:00","perl","310"
"2017-06-01 00:00:00","php","11622"
"2017-06-01 00:00:00","python","15937"
"2017-06-01 00:00:00","r","4428"
"2017-06-01 00:00:00","ruby","1409"
"2017-06-01 00:00:00","swift","4182"
"2017-07-01 00:00:00","assembly","220"
"2017-07-01 00:00:00","c","2037"
"2017-07-01 00:00:00","c#","11161"
"2017-07-01 00:00:00","c++","4998"
"2017-07-01 00:00:00","delphi","206"
"2017-07-01 00:00:00","go","653"
"2017-07-01 00:00:00","java","14051"
"2017-07-01 00:00:00","javascript","21489"
"2017-07-01 00:00:00","perl","322"
"2017-07-01 00:00:00","php","11648"
"2017-07-01 00:00:00","python","16845"
"2017-07-01 00:00:00","r","4568"
"2017-07-01 00:00:00","ruby","1517"
"2017-07-01 00:00:00","swift","4341"
"2017-08-01 00:00:00","assembly","215"
"2017-08-01 00:00:00","c","2034"
"2017-08-01 00:00:00","c#","10914"
"2017-08-01 00:00:00","c++","4767"
"2017-08-01 00:00:00","delphi","289"
"2017-08-01 00:00:00","go","602"
"2017-08-01 00:00:00","java","13689"
"2017-08-01 00:00:00","javascript","21237"
"2017-08-01 00:00:00","perl","355"
"2017-08-01 00:00:00","php","11540"
"2017-08-01 00:00:00","python","16426"
"2017-08-01 00:00:00","r","4547"
"2017-08-01 00:00:00","ruby","1391"
"2017-08-01 00:00:00","swift","4164"
"2017-09-01 00:00:00","assembly","228"
"2017-09-01 00:00:00","c","2091"
"2017-09-01 00:00:00","c#","9828"
"2017-09-01 00:00:00","c++","4449"
"2017-09-01 00:00:00","delphi","260"
"2017-09-01 00:00:00","go","541"
"2017-09-01 00:00:00","java","12684"
"2017-09-01 00:00:00","javascript","18864"
"2017-09-01 00:00:00","perl","296"
"2017-09-01 00:00:00","php","10603"
"2017-09-01 00:00:00","python","15385"
"2017-09-01 00:00:00","r","4209"
"2017-09-01 00:00:00","ruby","1220"
"2017-09-01 00:00:00","swift","3751"
"2017-10-01 00:00:00","assembly","328"
"2017-10-01 00:00:00","c","2766"
"2017-10-01 00:00:00","c#","10165"
"2017-10-01 00:00:00","c++","5198"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","613"
"2017-10-01 00:00:00","java","13925"
"2017-10-01 00:00:00","javascript","19703"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10723"
"2017-10-01 00:00:00","python","16868"
"2017-10-01 00:00:00","r","4520"
"2017-10-01 00:00:00","ruby","1294"
"2017-10-01 00:00:00","swift","3879"
"2017-11-01 00:00:00","assembly","384"
"2017-11-01 00:00:00","c","2935"
"2017-11-01 00:00:00","c#","9739"
"2017-11-01 00:00:00","c++","5016"
"2017-11-01 00:00:00","delphi","199"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14082"
"2017-11-01 00:00:00","javascript","19280"
"2017-11-01 00:00:00","perl","262"
"2017-11-01 00:00:00","php","10486"
"2017-11-01 00:00:00","python","16879"
"2017-11-01 00:00:00","r","4491"
"2017-11-01 00:00:00","ruby","1168"
"2017-11-01 00:00:00","swift","3654"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2190"
"2017-12-01 00:00:00","c#","8551"
"2017-12-01 00:00:00","c++","4438"
"2017-12-01 00:00:00","delphi","186"
"2017-12-01 00:00:00","go","521"
"2017-12-01 00:00:00","java","11906"
"2017-12-01 00:00:00","javascript","16860"
"2017-12-01 00:00:00","perl","236"
"2017-12-01 00:00:00","php","9050"
"2017-12-01 00:00:00","python","14862"
"2017-12-01 00:00:00","r","3707"
"2017-12-01 00:00:00","ruby","1014"
"2017-12-01 00:00:00","swift","3193"
"2018-01-01 00:00:00","assembly","252"
"2018-01-01 00:00:00","c","2205"
"2018-01-01 00:00:00","c#","9331"
"2018-01-01 00:00:00","c++","4730"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","540"
"2018-01-01 00:00:00","java","12293"
"2018-01-01 00:00:00","javascript","18788"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10025"
"2018-01-01 00:00:00","python","16162"
"2018-01-01 00:00:00","r","4190"
"2018-01-01 00:00:00","ruby","1158"
"2018-01-01 00:00:00","swift","3732"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2136"
"2018-02-01 00:00:00","c#","8549"
"2018-02-01 00:00:00","c++","4556"
"2018-02-01 00:00:00","delphi","212"
"2018-02-01 00:00:00","go","581"
"2018-02-01 00:00:00","java","11993"
"2018-02-01 00:00:00","javascript","17176"
"2018-02-01 00:00:00","perl","230"
"2018-02-01 00:00:00","php","9083"
"2018-02-01 00:00:00","python","16249"
"2018-02-01 00:00:00","r","4492"
"2018-02-01 00:00:00","ruby","1028"
"2018-02-01 00:00:00","swift","3393"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2457"
"2018-03-01 00:00:00","c#","9751"
"2018-03-01 00:00:00","c++","5159"
"2018-03-01 00:00:00","delphi","219"
"2018-03-01 00:00:00","go","601"
"2018-03-01 00:00:00","java","13509"
"2018-03-01 00:00:00","javascript","19075"
"2018-03-01 00:00:00","perl","287"
"2018-03-01 00:00:00","php","9787"
"2018-03-01 00:00:00","python","17848"
"2018-03-01 00:00:00","r","5090"
"2018-03-01 00:00:00","ruby","1059"
"2018-03-01 00:00:00","swift","4036"
"2018-04-01 00:00:00","assembly","320"
"2018-04-01 00:00:00","c","2175"
"2018-04-01 00:00:00","c#","9203"
"2018-04-01 00:00:00","c++","4649"
"2018-04-01 00:00:00","delphi","202"
"2018-04-01 00:00:00","go","616"
"2018-04-01 00:00:00","java","13439"
"2018-04-01 00:00:00","javascript","17904"
"2018-04-01 00:00:00","perl","252"
"2018-04-01 00:00:00","php","8890"
"2018-04-01 00:00:00","python","16905"
"2018-04-01 00:00:00","r","4719"
"2018-04-01 00:00:00","ruby","984"
"2018-04-01 00:00:00","swift","3559"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c","2355"
"2018-05-01 00:00:00","c#","9894"
"2018-05-01 00:00:00","c++","4676"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","628"
"2018-05-01 00:00:00","java","13423"
"2018-05-01 00:00:00","javascript","18011"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9418"
"2018-05-01 00:00:00","python","17515"
"2018-05-01 00:00:00","r","4724"
"2018-05-01 00:00:00","ruby","1032"
"2018-05-01 00:00:00","swift","3608"
"2018-06-01 00:00:00","assembly","202"
"2018-06-01 00:00:00","c","1827"
"2018-06-01 00:00:00","c#","8755"
"2018-06-01 00:00:00","c++","4081"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","671"
"2018-06-01 00:00:00","java","11752"
"2018-06-01 00:00:00","javascript","17132"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","php","8390"
"2018-06-01 00:00:00","python","16748"
"2018-06-01 00:00:00","r","4473"
"2018-06-01 00:00:00","ruby","988"
"2018-06-01 00:00:00","swift","3128"
"2018-07-01 00:00:00","assembly","181"
"2018-07-01 00:00:00","c","1591"
"2018-07-01 00:00:00","c#","9368"
"2018-07-01 00:00:00","c++","3896"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","685"
"2018-07-01 00:00:00","java","11696"
"2018-07-01 00:00:00","javascript","17751"
"2018-07-01 00:00:00","perl","245"
"2018-07-01 00:00:00","php","8518"
"2018-07-01 00:00:00","python","17886"
"2018-07-01 00:00:00","r","4397"
"2018-07-01 00:00:00","ruby","939"
"2018-07-01 00:00:00","swift","3657"
"2018-08-01 00:00:00","assembly","176"
"2018-08-01 00:00:00","c","1672"
"2018-08-01 00:00:00","c#","9446"
"2018-08-01 00:00:00","c++","3886"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","703"
"2018-08-01 00:00:00","java","11264"
"2018-08-01 00:00:00","javascript","17793"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8449"
"2018-08-01 00:00:00","python","17692"
"2018-08-01 00:00:00","r","4093"
"2018-08-01 00:00:00","ruby","874"
"2018-08-01 00:00:00","swift","3559"
"2018-09-01 00:00:00","assembly","256"
"2018-09-01 00:00:00","c","1827"
"2018-09-01 00:00:00","c#","8333"
"2018-09-01 00:00:00","c++","3722"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","670"
"2018-09-01 00:00:00","java","10676"
"2018-09-01 00:00:00","javascript","15960"
"2018-09-01 00:00:00","perl","204"
"2018-09-01 00:00:00","php","7638"
"2018-09-01 00:00:00","python","15967"
"2018-09-01 00:00:00","r","3741"
"2018-09-01 00:00:00","ruby","774"
"2018-09-01 00:00:00","swift","3128"
"2018-10-01 00:00:00","assembly","319"
"2018-10-01 00:00:00","c","2433"
"2018-10-01 00:00:00","c#","9306"
"2018-10-01 00:00:00","c++","4285"
"2018-10-01 00:00:00","delphi","221"
"2018-10-01 00:00:00","go","788"
"2018-10-01 00:00:00","java","12454"
"2018-10-01 00:00:00","javascript","17336"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","php","8102"
"2018-10-01 00:00:00","python","18093"
"2018-10-01 00:00:00","r","4339"
"2018-10-01 00:00:00","ruby","894"
"2018-10-01 00:00:00","swift","3260"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2513"
"2018-11-01 00:00:00","c#","8440"
"2018-11-01 00:00:00","c++","4326"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","716"
"2018-11-01 00:00:00","java","11654"
"2018-11-01 00:00:00","javascript","16116"
"2018-11-01 00:00:00","perl","234"
"2018-11-01 00:00:00","php","7046"
"2018-11-01 00:00:00","python","17941"
"2018-11-01 00:00:00","r","4213"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","swift","2972"
"2018-12-01 00:00:00","assembly","218"
"2018-12-01 00:00:00","c","2183"
"2018-12-01 00:00:00","c#","7511"
"2018-12-01 00:00:00","c++","3540"
"2018-12-01 00:00:00","delphi","173"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10394"
"2018-12-01 00:00:00","javascript","14211"
"2018-12-01 00:00:00","perl","217"
"2018-12-01 00:00:00","php","6187"
"2018-12-01 00:00:00","python","15666"
"2018-12-01 00:00:00","r","3389"
"2018-12-01 00:00:00","ruby","806"
"2018-12-01 00:00:00","swift","2774"
"2019-01-01 00:00:00","assembly","219"
"2019-01-01 00:00:00","c","2270"
"2019-01-01 00:00:00","c#","8715"
"2019-01-01 00:00:00","c++","3891"
"2019-01-01 00:00:00","delphi","213"
"2019-01-01 00:00:00","go","651"
"2019-01-01 00:00:00","java","10981"
"2019-01-01 00:00:00","javascript","15967"
"2019-01-01 00:00:00","perl","261"
"2019-01-01 00:00:00","php","7128"
"2019-01-01 00:00:00","python","16885"
"2019-01-01 00:00:00","r","3935"
"2019-01-01 00:00:00","ruby","915"
"2019-01-01 00:00:00","swift","2893"
"2019-02-01 00:00:00","assembly","223"
"2019-02-01 00:00:00","c","2044"
"2019-02-01 00:00:00","c#","8317"
"2019-02-01 00:00:00","c++","3714"
"2019-02-01 00:00:00","delphi","191"
"2019-02-01 00:00:00","go","624"
"2019-02-01 00:00:00","java","10940"
"2019-02-01 00:00:00","javascript","15623"
"2019-02-01 00:00:00","perl","249"
"2019-02-01 00:00:00","php","7240"
"2019-02-01 00:00:00","python","17473"
"2019-02-01 00:00:00","r","4235"
"2019-02-01 00:00:00","ruby","784"
"2019-02-01 00:00:00","swift","2669"
"2019-03-01 00:00:00","assembly","276"
"2019-03-01 00:00:00","c","2369"
"2019-03-01 00:00:00","c#","8922"
"2019-03-01 00:00:00","c++","4406"
"2019-03-01 00:00:00","delphi","184"
"2019-03-01 00:00:00","go","718"
"2019-03-01 00:00:00","java","11980"
"2019-03-01 00:00:00","javascript","17267"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7743"
"2019-03-01 00:00:00","python","19829"
"2019-03-01 00:00:00","r","4480"
"2019-03-01 00:00:00","ruby","839"
"2019-03-01 00:00:00","swift","2935"
"2019-04-01 00:00:00","assembly","303"
"2019-04-01 00:00:00","c","2419"
"2019-04-01 00:00:00","c#","9068"
"2019-04-01 00:00:00","c++","4360"
"2019-04-01 00:00:00","delphi","203"
"2019-04-01 00:00:00","go","647"
"2019-04-01 00:00:00","java","11108"
"2019-04-01 00:00:00","javascript","16103"
"2019-04-01 00:00:00","perl","205"
"2019-04-01 00:00:00","php","7152"
"2019-04-01 00:00:00","python","19760"
"2019-04-01 00:00:00","r","4591"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3057"
"2019-05-01 00:00:00","assembly","234"
"2019-05-01 00:00:00","c","2084"
"2019-05-01 00:00:00","c#","8992"
"2019-05-01 00:00:00","c++","4110"
"2019-05-01 00:00:00","delphi","167"
"2019-05-01 00:00:00","go","669"
"2019-05-01 00:00:00","java","11025"
"2019-05-01 00:00:00","javascript","16079"
"2019-05-01 00:00:00","perl","220"
"2019-05-01 00:00:00","php","6922"
"2019-05-01 00:00:00","python","18827"
"2019-05-01 00:00:00","r","4292"
"2019-05-01 00:00:00","ruby","760"
"2019-05-01 00:00:00","swift","3089"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1718"
"2019-06-01 00:00:00","c#","7565"
"2019-06-01 00:00:00","c++","3628"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","524"
"2019-06-01 00:00:00","java","9584"
"2019-06-01 00:00:00","javascript","14745"
"2019-06-01 00:00:00","perl","235"
"2019-06-01 00:00:00","php","5984"
"2019-06-01 00:00:00","python","17167"
"2019-06-01 00:00:00","r","3942"
"2019-06-01 00:00:00","ruby","701"
"2019-06-01 00:00:00","swift","3084"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1745"
"2019-07-01 00:00:00","c#","8412"
"2019-07-01 00:00:00","c++","4251"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","623"
"2019-07-01 00:00:00","java","10779"
"2019-07-01 00:00:00","javascript","16067"
"2019-07-01 00:00:00","perl","236"
"2019-07-01 00:00:00","php","6627"
"2019-07-01 00:00:00","python","19665"
"2019-07-01 00:00:00","r","4186"
"2019-07-01 00:00:00","ruby","757"
"2019-07-01 00:00:00","swift","3035"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1539"
"2019-08-01 00:00:00","c#","7671"
"2019-08-01 00:00:00","c++","3266"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","628"
"2019-08-01 00:00:00","java","9039"
"2019-08-01 00:00:00","javascript","15150"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5812"
"2019-08-01 00:00:00","python","17953"
"2019-08-01 00:00:00","r","3943"
"2019-08-01 00:00:00","ruby","776"
"2019-08-01 00:00:00","swift","2528"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","1996"
"2019-09-01 00:00:00","c#","7811"
"2019-09-01 00:00:00","c++","3760"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","go","615"
"2019-09-01 00:00:00","java","9612"
"2019-09-01 00:00:00","javascript","14802"
"2019-09-01 00:00:00","perl","198"
"2019-09-01 00:00:00","php","5532"
"2019-09-01 00:00:00","python","16809"
"2019-09-01 00:00:00","r","3930"
"2019-09-01 00:00:00","ruby","714"
"2019-09-01 00:00:00","swift","2557"
"2019-10-01 00:00:00","assembly","316"
"2019-10-01 00:00:00","c","2469"
"2019-10-01 00:00:00","c#","8370"
"2019-10-01 00:00:00","c++","4814"
"2019-10-01 00:00:00","delphi","152"
"2019-10-01 00:00:00","go","631"
"2019-10-01 00:00:00","java","11142"
"2019-10-01 00:00:00","javascript","15912"
"2019-10-01 00:00:00","perl","208"
"2019-10-01 00:00:00","php","6027"
"2019-10-01 00:00:00","python","20366"
"2019-10-01 00:00:00","r","4372"
"2019-10-01 00:00:00","ruby","847"
"2019-10-01 00:00:00","swift","3101"
"2019-11-01 00:00:00","assembly","280"
"2019-11-01 00:00:00","c","2495"
"2019-11-01 00:00:00","c#","7989"
"2019-11-01 00:00:00","c++","4702"
"2019-11-01 00:00:00","delphi","170"
"2019-11-01 00:00:00","go","600"
"2019-11-01 00:00:00","java","10263"
"2019-11-01 00:00:00","javascript","15663"
"2019-11-01 00:00:00","perl","219"
"2019-11-01 00:00:00","php","6076"
"2019-11-01 00:00:00","python","20515"
"2019-11-01 00:00:00","r","4278"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2856"
"2019-12-01 00:00:00","assembly","248"
"2019-12-01 00:00:00","c","2135"
"2019-12-01 00:00:00","c#","7175"
"2019-12-01 00:00:00","c++","4178"
"2019-12-01 00:00:00","delphi","125"
"2019-12-01 00:00:00","go","612"
"2019-12-01 00:00:00","java","8968"
"2019-12-01 00:00:00","javascript","14235"
"2019-12-01 00:00:00","perl","156"
"2019-12-01 00:00:00","php","5214"
"2019-12-01 00:00:00","python","18011"
"2019-12-01 00:00:00","r","3738"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2652"
"2020-01-01 00:00:00","assembly","228"
"2020-01-01 00:00:00","c","2036"
"2020-01-01 00:00:00","c#","7756"
"2020-01-01 00:00:00","c++","4194"
"2020-01-01 00:00:00","delphi","163"
"2020-01-01 00:00:00","go","645"
"2020-01-01 00:00:00","java","9866"
"2020-01-01 00:00:00","javascript","15934"
"2020-01-01 00:00:00","perl","164"
"2020-01-01 00:00:00","php","5871"
"2020-01-01 00:00:00","python","19869"
"2020-01-01 00:00:00","r","4130"
"2020-01-01 00:00:00","ruby","761"
"2020-01-01 00:00:00","swift","2887"
"2020-02-01 00:00:00","assembly","270"
"2020-02-01 00:00:00","c","1971"
"2020-02-01 00:00:00","c#","7672"
"2020-02-01 00:00:00","c++","4057"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","655"
"2020-02-01 00:00:00","java","9977"
"2020-02-01 00:00:00","javascript","15666"
"2020-02-01 00:00:00","perl","178"
"2020-02-01 00:00:00","php","5627"
"2020-02-01 00:00:00","python","19919"
"2020-02-01 00:00:00","r","4665"
"2020-02-01 00:00:00","ruby","652"
"2020-02-01 00:00:00","swift","2747"
"2020-03-01 00:00:00","assembly","293"
"2020-03-01 00:00:00","c","2469"
"2020-03-01 00:00:00","c#","7749"
"2020-03-01 00:00:00","c++","4615"
"2020-03-01 00:00:00","delphi","166"
"2020-03-01 00:00:00","go","650"
"2020-03-01 00:00:00","java","11007"
"2020-03-01 00:00:00","javascript","17460"
"2020-03-01 00:00:00","perl","196"
"2020-03-01 00:00:00","php","5641"
"2020-03-01 00:00:00","python","22538"
"2020-03-01 00:00:00","r","5108"
"2020-03-01 00:00:00","ruby","709"
"2020-03-01 00:00:00","swift","2901"
"2020-04-01 00:00:00","assembly","373"
"2020-04-01 00:00:00","c","3230"
"2020-04-01 00:00:00","c#","8547"
"2020-04-01 00:00:00","c++","6171"
"2020-04-01 00:00:00","delphi","231"
"2020-04-01 00:00:00","go","791"
"2020-04-01 00:00:00","java","12540"
"2020-04-01 00:00:00","javascript","20776"
"2020-04-01 00:00:00","perl","218"
"2020-04-01 00:00:00","php","6590"
"2020-04-01 00:00:00","python","27473"
"2020-04-01 00:00:00","r","6170"
"2020-04-01 00:00:00","ruby","760"
"2020-04-01 00:00:00","swift","3433"
"2020-05-01 00:00:00","assembly","357"
"2020-05-01 00:00:00","c","3351"
"2020-05-01 00:00:00","c#","8550"
"2020-05-01 00:00:00","c++","6359"
"2020-05-01 00:00:00","delphi","200"
"2020-05-01 00:00:00","go","749"
"2020-05-01 00:00:00","java","11938"
"2020-05-01 00:00:00","javascript","21371"
"2020-05-01 00:00:00","perl","211"
"2020-05-01 00:00:00","php","6480"
"2020-05-01 00:00:00","python","29272"
"2020-05-01 00:00:00","r","6003"
"2020-05-01 00:00:00","ruby","694"
"2020-05-01 00:00:00","swift","3498"
"2020-06-01 00:00:00","assembly","327"
"2020-06-01 00:00:00","c","2579"
"2020-06-01 00:00:00","c#","7863"
"2020-06-01 00:00:00","c++","5591"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","705"
"2020-06-01 00:00:00","java","10764"
"2020-06-01 00:00:00","javascript","19695"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5903"
"2020-06-01 00:00:00","python","26990"
"2020-06-01 00:00:00","r","5429"
"2020-06-01 00:00:00","ruby","611"
"2020-06-01 00:00:00","swift","3141"
"2020-07-01 00:00:00","assembly","269"
"2020-07-01 00:00:00","c","2086"
"2020-07-01 00:00:00","c#","7767"
"2020-07-01 00:00:00","c++","5143"
"2020-07-01 00:00:00","delphi","192"
"2020-07-01 00:00:00","go","638"
"2020-07-01 00:00:00","java","10398"
"2020-07-01 00:00:00","javascript","19779"
"2020-07-01 00:00:00","perl","175"
"2020-07-01 00:00:00","php","5913"
"2020-07-01 00:00:00","python","26168"
"2020-07-01 00:00:00","r","4930"
"2020-07-01 00:00:00","ruby","695"
"2020-07-01 00:00:00","swift","2976"
"2020-08-01 00:00:00","assembly","264"
"2020-08-01 00:00:00","c","1886"
"2020-08-01 00:00:00","c#","7037"
"2020-08-01 00:00:00","c++","4756"
"2020-08-01 00:00:00","delphi","183"
"2020-08-01 00:00:00","go","704"
"2020-08-01 00:00:00","java","9257"
"2020-08-01 00:00:00","javascript","17942"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4969"
"2020-08-01 00:00:00","python","22917"
"2020-08-01 00:00:00","r","4486"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2652"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2139"
"2020-09-01 00:00:00","c#","6428"
"2020-09-01 00:00:00","c++","3900"
"2020-09-01 00:00:00","delphi","171"
"2020-09-01 00:00:00","go","727"
"2020-09-01 00:00:00","java","8890"
"2020-09-01 00:00:00","javascript","16687"
"2020-09-01 00:00:00","perl","165"
"2020-09-01 00:00:00","php","4745"
"2020-09-01 00:00:00","python","21601"
"2020-09-01 00:00:00","r","4748"
"2020-09-01 00:00:00","ruby","512"
"2020-09-01 00:00:00","swift","2540"
"2020-10-01 00:00:00","assembly","343"
"2020-10-01 00:00:00","c","2356"
"2020-10-01 00:00:00","c#","6164"
"2020-10-01 00:00:00","c++","4298"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","589"
"2020-10-01 00:00:00","java","8891"
"2020-10-01 00:00:00","javascript","16334"
"2020-10-01 00:00:00","perl","170"
"2020-10-01 00:00:00","php","4557"
"2020-10-01 00:00:00","python","22664"
"2020-10-01 00:00:00","r","5061"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","swift","2301"
"2020-11-01 00:00:00","assembly","373"
"2020-11-01 00:00:00","c","2682"
"2020-11-01 00:00:00","c#","5954"
"2020-11-01 00:00:00","c++","4288"
"2020-11-01 00:00:00","delphi","193"
"2020-11-01 00:00:00","go","523"
"2020-11-01 00:00:00","java","8427"
"2020-11-01 00:00:00","javascript","15429"
"2020-11-01 00:00:00","perl","149"
"2020-11-01 00:00:00","php","4596"
"2020-11-01 00:00:00","python","22024"
"2020-11-01 00:00:00","r","4795"
"2020-11-01 00:00:00","ruby","501"
"2020-11-01 00:00:00","swift","2151"
"2020-12-01 00:00:00","assembly","297"
"2020-12-01 00:00:00","c","2632"
